tensor	shape	abs_err_l2	rel_err_l2	abs_err_l1	rel_err_l1	max_diff	cos_sim	mismatch_count	mismatch_rate
attn_out.bin	32x32x128	0.6743261218070984	0.010967519124385386	163.13595581054688	0.010312915129618289	0.03125	0.999973015323767	0	0.0
attn_proj.bin	32x32x128	0.20168450474739075	0.013981504936000458	52.203460693359375	0.013581206996095704	0.005859375	0.9999684763001376	0	0.0
attn_scores.bin	128x32x32	0.9968492388725281	0.010208046434965772	254.97048950195312	0.009494630986960972	0.03125	0.9999666281733685	0	0.0
attn_scores_masked.bin	128x32x32	0.7263759970664978	2.887964563448899e-12	133.00381469726562	2.09862861103174e-12	0.03125	1.0000601457934155	0	0.0
attn_weights.bin	128x32x32	0.16262127459049225	0.0070022660608107315	19.325469970703125	0.004718127255064809	0.0078125	0.9999854452416522	0	0.0
k.bin	32x32x128	0.7684627771377563	0.005678781929068261	195.7537384033203	0.005035501358153644	0.015625	0.9999861170092635	0	0.0
k_heads.bin	128x32x32	0.7684628367424011	0.005678780448528168	195.7537078857422	0.005035501585094868	0.015625	0.9999861117005341	0	0.0
ln1_beta.bin	1x1x128	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0
ln1_beta_grad.bin	1x1x128	1.6610691091045737e-05	0.01922877755105871	0.00014762580394744873	0.01951037947203751	3.814697265625e-06	0.9999957824690696	0	0.0
ln1_gamma.bin	1x1x128	0.0	0.0	0.0	0.0	0.0	1.0000000342285429	0	0.0
ln1_gamma_grad.bin	1x1x128	7.738560270809103e-06	0.018715560446536786	7.000565528869629e-05	0.019209302890844243	1.9073486328125e-06	0.9999950271446296	0	0.0
ln1_out.bin	32x32x128	1.6377614736557007	0.004552491933001218	343.50225830078125	0.0032212944761258505	0.03125	0.9999815053131277	0	0.0
loss.bin	1x1x1	3.0517578125e-05	0.010526315785842882	3.0517578125e-05	0.010526315785842882	3.0517578125e-05	1.0	0	0.0
pos_embed.bin	32x32x128	0.0	0.0	0.0	0.0	0.0	1.0000018029835889	0	0.0
pos_u32.bin	32x32	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
pos_weight.bin	32x128	0.0	0.0	0.0	0.0	0.0	1.00000015298713	0	0.0
pos_weight_grad.bin	1x1x32x128	0.00041108287405222654	0.062426143322327654	0.01509096473455429	0.059257523179677314	6.4849853515625e-05	0.9999339260701348	0	0.0
q.bin	32x32x128	0.7640571594238281	0.005754914259411711	193.7649688720703	0.005050864387767466	0.015625	0.9999862825288267	0	0.0
q_heads.bin	128x32x32	0.7640572786331177	0.005754913834478164	193.76495361328125	0.0050508645043167814	0.015625	0.9999857070524787	0	0.0
residual1.bin	32x32x128	0.19826310873031616	0.010862298172979679	50.34282684326172	0.009824958216193828	0.005859375	0.9999580749418728	0	0.0
target.bin	32x32x128	0.0	0.0	0.0	0.0	0.0	1.0000025923983353	0	0.0
tok_embed.bin	32x32x128	0.0	0.0	0.0	0.0	0.0	1.0000055138923016	0	0.0
tok_plus_pos.bin	32x32x128	0.0240179393440485	0.002246010499158672	2.5521888732910156	0.0008057222844858447	0.00048828125	0.999992106496502	0	0.0
tok_weight.bin	160x128	0.0	0.0	0.0	0.0	0.0	1.0000055025369063	0	0.0
tok_weight_grad.bin	1x1x160x128	9.227108239429072e-05	0.03215287169422243	0.008048282004892826	0.02906671767533714	6.67572021484375e-06	0.9999503020083261	0	0.0
tokens_u32.bin	32x32	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
v.bin	32x32x128	0.8030346632003784	0.0053181683925286145	197.81503295898438	0.004825630903377222	0.015625	0.999982966755959	0	0.0
v_heads.bin	128x32x32	0.8030346632003784	0.00531816892994387	197.81503295898438	0.004825630903377222	0.015625	0.9999833717008435	0	0.0
wk_bias.bin	1x1x128	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0
wk_bias_grad.bin	1x1x128	7.100027801243414e-07	38.82878646775172	6.211427717062179e-06	38.21623837841229	1.6938793123699725e-07	0.08318058563347379	0	0.0
wk_weight.bin	128x128	0.0	0.0	0.0	0.0	0.0	1.0000042754927443	0	0.0
wk_weight_grad.bin	128x128	8.879323104338255e-06	0.025460200986591925	0.0008465420105494559	0.025854555185438072	4.172325134277344e-07	0.999895614515092	0	0.0
wo_bias.bin	1x1x128	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0
wo_bias_grad.bin	1x1x128	4.0583945519756526e-05	0.008663491867605405	0.00036218762397766113	0.00850619153854389	7.62939453125e-06	0.9999927438445749	0	0.0
wo_weight.bin	128x128	0.0	0.0	0.0	0.0	0.0	1.0000045959933228	0	0.0
wo_weight_grad.bin	128x128	0.0001342496689176187	0.020031901678862925	0.011986175552010536	0.020356977977401887	7.62939453125e-06	0.9999905757017067	0	0.0
wq_bias.bin	1x1x128	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0
wq_bias_grad.bin	1x1x128	2.318666702194605e-06	0.02141325925283488	1.779012382030487e-05	0.020513668596081565	7.152557373046875e-07	0.999957054228649	0	0.0
wq_weight.bin	128x128	0.0	0.0	0.0	0.0	0.0	1.0000044356008384	0	0.0
wq_weight_grad.bin	128x128	9.291227797803003e-06	0.02593314360774234	0.0008686957880854607	0.02638379617250378	4.76837158203125e-07	0.9998847631215809	0	0.0
wv_bias.bin	1x1x128	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0
wv_bias_grad.bin	1x1x128	4.1310395317850634e-05	0.018325627038538638	0.0003833398222923279	0.01827740331549803	7.62939453125e-06	0.9999939732540736	0	0.0
wv_weight.bin	128x128	0.0	0.0	0.0	0.0	0.0	1.000004282728617	0	0.0
wv_weight_grad.bin	128x128	0.0001388938253512606	0.021250912488910558	0.013176431879401207	0.021637171492561752	4.76837158203125e-06	0.9999923882984124	0	0.0
