step	loss
0	0.00131226
1	0.00115204
2	0.00094223
3	0.000648499
4	0.000549316
5	0.000549316
6	0.000534058
7	0.000511169
8	0.000495911
9	0.000484467
10	0.000473022
11	0.000465393
12	0.000463486
13	0.000457764
14	0.000450134
15	0.000442505
16	0.000436783
17	0.000432968
18	0.000429153
19	0.000425339
20	0.000421524
21	0.000417709
22	0.000415802
23	0.000411987
24	0.00041008
25	0.000408173
26	0.000404358
27	0.000402451
28	0.000400543
29	0.000398636
30	0.000398636
31	0.000396729
32	0.000394821
33	0.000392914
34	0.000391006
35	0.000389099
36	0.000389099
37	0.000387192
38	0.000385284
39	0.000385284
40	0.000383377
41	0.000383377
42	0.00038147
43	0.000379562
44	0.000379562
45	0.000377655
46	0.000375748
47	0.000375748
48	0.00037384
49	0.00037384
50	0.000371933
51	0.000371933
52	0.000370026
53	0.000370026
54	0.000368118
55	0.000368118
56	0.000366211
57	0.000366211
58	0.000364304
59	0.000364304
60	0.000362396
61	0.000362396
62	0.000360489
63	0.000360489
64	0.000358582
65	0.000358582
66	0.000356674
67	0.000356674
68	0.000354767
69	0.000354767
70	0.000352859
71	0.000352859
72	0.000350952
73	0.000350952
74	0.000349045
75	0.000349045
76	0.000347137
77	0.000347137
78	0.00034523
79	0.00034523
80	0.000343323
81	0.000341415
82	0.000341415
83	0.000339508
84	0.000339508
85	0.000337601
86	0.000337601
87	0.000335693
88	0.000335693
89	0.000333786
90	0.000333786
91	0.000331879
92	0.000329971
93	0.000329971
94	0.000328064
95	0.000328064
96	0.000326157
97	0.000326157
98	0.000324249
99	0.000322342
100	0.000322342
101	0.000320435
102	0.000320435
103	0.000318527
104	0.00031662
105	0.00031662
106	0.000314713
107	0.000312805
108	0.000312805
109	0.000310898
110	0.000310898
111	0.00030899
112	0.000307083
113	0.000307083
114	0.000305176
115	0.000303268
116	0.000303268
117	0.000301361
118	0.000301361
119	0.000299454
120	0.000297546
121	0.000297546
122	0.000295639
123	0.000293732
124	0.000293732
125	0.000291824
126	0.000289917
127	0.000289917
128	0.00028801
129	0.000286102
130	0.000286102
131	0.000284195
132	0.000282288
133	0.000282288
134	0.00028038
135	0.000278473
136	0.000278473
137	0.000276566
138	0.000274658
139	0.000274658
140	0.000272751
141	0.000270844
142	0.000270844
143	0.000268936
144	0.000267029
145	0.000267029
146	0.000265121
147	0.000263214
148	0.000263214
149	0.000261307
150	0.000259399
151	0.000259399
152	0.000257492
153	0.000255585
154	0.000255585
155	0.000253677
156	0.00025177
157	0.00025177
158	0.000249863
159	0.000247955
160	0.000247955
161	0.000246048
162	0.000244141
163	0.000243187
164	0.000242233
165	0.00024128
166	0.000239372
167	0.000238419
168	0.000237465
169	0.000236511
170	0.000234604
171	0.00023365
172	0.000232697
173	0.000231743
174	0.000229836
175	0.000228882
176	0.000227928
177	0.000226974
178	0.000225067
179	0.000224113
180	0.00022316
181	0.000222206
182	0.000221252
183	0.000219345
184	0.000218391
185	0.000217438
186	0.000216484
187	0.00021553
188	0.000214577
189	0.000212669
190	0.000211716
191	0.000210762
192	0.000209808
193	0.000208855
194	0.000207901
195	0.000206947
196	0.000205994
197	0.000204086
198	0.000203133
199	0.000202179
200	0.000201225
201	0.000200272
202	0.000199318
203	0.000198364
204	0.000197411
205	0.000196457
206	0.000195503
207	0.00019455
208	0.000193596
209	0.000192642
210	0.000191689
211	0.000190735
212	0.000189781
213	0.000188828
214	0.000187874
215	0.00018692
216	0.000185966
217	0.000185013
218	0.000184059
219	0.000183105
220	0.000182152
221	0.000181198
222	0.000180244
223	0.000179291
224	0.000178337
225	0.000177383
226	0.00017643
227	0.000175476
228	0.000175476
229	0.000174522
230	0.000173569
231	0.000172615
232	0.000171661
233	0.000170708
234	0.000169754
235	0.0001688
236	0.000167847
237	0.000166893
238	0.000166893
239	0.000165939
240	0.000164986
241	0.000164032
242	0.000163078
243	0.000162125
244	0.000162125
245	0.000161171
246	0.000160217
247	0.000159264
248	0.00015831
249	0.00015831
250	0.000157356
251	0.000156403
252	0.000155449
253	0.000154495
254	0.000153542
255	0.000153542
256	0.000152588
257	0.000151634
258	0.000150681
259	0.000150681
260	0.000149727
261	0.000148773
262	0.00014782
263	0.00014782
264	0.000146866
265	0.000145912
266	0.000144958
267	0.000144958
268	0.000144005
269	0.000143051
270	0.000142097
271	0.000142097
272	0.000141144
273	0.00014019
274	0.00014019
275	0.000139236
276	0.000138283
277	0.000138283
278	0.000137329
279	0.000136375
280	0.000135422
281	0.000135422
282	0.000134468
283	0.000133514
284	0.000133514
285	0.000132561
286	0.000131607
287	0.000131607
288	0.000130653
289	0.000130653
290	0.0001297
291	0.000128746
292	0.000128746
293	0.000127792
294	0.000126839
295	0.000126839
296	0.000125885
297	0.000125885
298	0.000124931
299	0.000123978
300	0.000123978
301	0.000123024
302	0.000123024
303	0.00012207
304	0.000121593
305	0.00012064
306	0.000120163
307	0.000119686
308	0.000119209
309	0.000118732
310	0.000118256
311	0.000117779
312	0.000117302
313	0.000116825
314	0.000116348
315	0.000115395
316	0.000114918
317	0.000114441
318	0.000113487
319	0.00011301
320	0.00011301
321	0.000112534
322	0.00011158
323	0.000111103
324	0.000110626
325	0.000110149
326	0.000109673
327	0.000109196
328	0.000108719
329	0.000108242
330	0.000107765
331	0.000107288
332	0.000106812
333	0.000105858
334	0.000105381
335	0.000104904
336	0.000104427
337	0.000104427
338	0.000103951
339	0.000103474
340	0.000102997
341	0.00010252
342	0.000101566
343	0.000101089
344	0.000100613
345	0.000100136
346	9.9659e-05
347	9.91821e-05
348	9.87053e-05
349	9.87053e-05
350	9.82285e-05
351	9.77516e-05
352	9.72748e-05
353	9.67979e-05
354	9.63211e-05
355	9.58443e-05
356	9.53674e-05
357	9.48906e-05
358	9.44138e-05
359	9.39369e-05
360	9.39369e-05
361	9.34601e-05
362	9.29832e-05
363	9.25064e-05
364	9.20296e-05
365	9.15527e-05
366	9.15527e-05
367	9.15527e-05
368	9.15527e-05
369	9.20296e-05
370	9.20296e-05
371	9.20296e-05
372	8.96454e-05
373	8.86917e-05
374	8.86917e-05
375	8.86917e-05
376	8.7738e-05
377	8.72612e-05
378	8.72612e-05
379	8.67844e-05
380	8.58307e-05
381	8.58307e-05
382	8.53539e-05
383	8.4877e-05
384	8.44002e-05
385	8.44002e-05
386	8.39233e-05
387	8.29697e-05
388	8.29697e-05
389	8.24928e-05
390	8.2016e-05
391	8.15392e-05
392	8.15392e-05
393	8.10623e-05
394	8.05855e-05
395	8.05855e-05
396	8.01086e-05
397	7.96318e-05
398	7.9155e-05
399	7.86781e-05
400	7.86781e-05
401	7.82013e-05
402	7.77245e-05
403	7.77245e-05
404	7.72476e-05
405	7.67708e-05
406	7.62939e-05
407	7.62939e-05
408	7.58171e-05
409	7.53403e-05
410	7.53403e-05
411	7.48634e-05
412	7.43866e-05
413	7.43866e-05
414	7.39098e-05
415	7.34329e-05
416	7.34329e-05
417	7.29561e-05
418	7.24792e-05
419	7.24792e-05
420	7.20024e-05
421	7.15256e-05
422	7.15256e-05
423	7.10487e-05
424	7.10487e-05
425	7.05719e-05
426	7.00951e-05
427	7.00951e-05
428	6.96182e-05
429	6.91414e-05
430	6.91414e-05
431	6.86646e-05
432	6.86646e-05
433	6.81877e-05
434	6.81877e-05
435	6.77109e-05
436	6.77109e-05
437	6.7234e-05
438	6.7234e-05
439	6.67572e-05
440	6.67572e-05
441	6.62804e-05
442	6.58035e-05
443	6.53267e-05
444	6.53267e-05
445	6.48499e-05
446	6.48499e-05
447	6.4373e-05
448	6.4373e-05
449	6.38962e-05
