tensor	shape	abs_err_l2	rel_err_l2	abs_err_l1	rel_err_l1	max_diff	cos_sim	mismatch_count	mismatch_rate
ln1_beta.bin	1x1x128	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0
ln1_beta_grad.bin	1x1x128	0.00014521062257699668	0.004164416942797356	0.0011975765228271484	0.003620626397909086	3.0517578125e-05	0.9999914742788217	0	0.0
ln1_gamma.bin	1x1x128	0.0	0.0	0.0	0.0	0.0	1.0000000342285429	0	0.0
ln1_gamma_grad.bin	1x1x128	0.0005854286719113588	0.0033337510868721434	0.003662109375	0.0018556892339086876	0.0001220703125	0.999996200424813	0	0.0
ln1_out.bin	32x32x128	1.6377614736557007	0.004552491933001218	343.50225830078125	0.0032212944761258505	0.03125	0.9999815053131277	0	0.0
loss.bin	1x1x1	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
pos_embed.bin	32x32x128	0.0	0.0	0.0	0.0	0.0	1.0000018029835889	0	0.0
pos_u32.bin	32x32	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
pos_weight.bin	32x128	0.0	0.0	0.0	0.0	0.0	1.00000015298713	0	0.0
pos_weight_grad.bin	1x1x32x128	0.001501529011875391	0.12981625202830924	0.07618196308612823	0.12259123404263346	0.0001125335693359375	0.9915528591526727	0	0.0
target.bin	32x32x128	0.0	0.0	0.0	0.0	0.0	1.0000025923983353	0	0.0
tok_embed.bin	32x32x128	0.0	0.0	0.0	0.0	0.0	1.0000055138923016	0	0.0
tok_plus_pos.bin	32x32x128	0.0240179393440485	0.002246010499158672	2.5521888732910156	0.0008057222844858447	0.00048828125	0.999992106496502	0	0.0
tok_weight.bin	160x128	0.0	0.0	0.0	0.0	0.0	1.0000055025369063	0	0.0
tok_weight_grad.bin	1x1x160x128	0.001309881336055696	0.19850258365548912	0.13815660774707794	0.18831502856405488	6.127357482910156e-05	0.9808850746033368	0	0.0
tokens_u32.bin	32x32	0.0	0.0	0.0	0.0	0.0	1.0	0	0.0
